centris_no,property_type,price,year_built,lot_area,net_area,small region,big region,bedroom,bathroom,listing_hyperlink
,,,1960,8,0,chateauguay,montreal,5,2,https://www.centris.ca/en/houses~for-sale~chateauguay/15344493?view=Summary&uc=1
13845712,House for sale,349000,2004,4,0,chateauguay,montreal,4,2,https://www.centris.ca/en/houses~for-sale~chateauguay/13845712?view=Summary&uc=1
15372185,House for sale,289500,1962,5,0,chateauguay,montreal,4,2,https://www.centris.ca/en/houses~for-sale~chateauguay/15372185?view=Summary&uc=1
24605492,House for sale,299000,1959,3,0,chateauguay,montreal,2,1,https://www.centris.ca/en/houses~for-sale~chateauguay/24605492?view=Summary&uc=1
16373766,House for sale,349000,1930,4,0,chateauguay,montreal,3,1,https://www.centris.ca/en/houses~for-sale~chateauguay/16373766?view=Summary&uc=1
22239961,House for sale,349000,1959,7,0,chateauguay,montreal,4,2,https://www.centris.ca/en/houses~for-sale~chateauguay/22239961?view=Summary&uc=1
23043321,House for sale,370000,2009,5,0,chateauguay,montreal,4,1,https://www.centris.ca/en/houses~for-sale~chateauguay/23043321?view=Summary&uc=1
14802361,House for sale,279900,1961,4,0,chateauguay,montreal,4,1,https://www.centris.ca/en/houses~for-sale~chateauguay/14802361?view=Summary&uc=1
21429380,House for sale,229500,1961,5,0,chateauguay,montreal,3,1,https://www.centris.ca/en/houses~for-sale~chateauguay/21429380?view=Summary&uc=1
18942853,House for sale,299000,1965,5,0,chateauguay,montreal,3,2,https://www.centris.ca/en/houses~for-sale~chateauguay/18942853?view=Summary&uc=1
27957720,House for sale,385000,2009,5,0,chateauguay,montreal,4,2,https://www.centris.ca/en/houses~for-sale~chateauguay/27957720?view=Summary&uc=1
18394298,House for sale,399000,1979,7,0,chateauguay,montreal,4,3,https://www.centris.ca/en/houses~for-sale~chateauguay/18394298?view=Summary&uc=1
13015477,House for sale,319000,1965,5,0,chateauguay,montreal,3,1,https://www.centris.ca/en/houses~for-sale~chateauguay/13015477?view=Summary&uc=1
27360181,House for sale,599000,2018,5,0,chateauguay,montreal,5,2,https://www.centris.ca/en/houses~for-sale~chateauguay/27360181?view=Summary&uc=1
9417992,House for sale,399000,1992,0,0,chateauguay,montreal,5,2,https://www.centris.ca/en/houses~for-sale~chateauguay/9417992?view=Summary&uc=1
23494263,House for sale,399900,2004,5,0,chateauguay,montreal,4,2,https://www.centris.ca/en/houses~for-sale~chateauguay/23494263?view=Summary&uc=1
12081129,House for sale,439000,2010,4,0,chateauguay,montreal,3,2,https://www.centris.ca/en/houses~for-sale~chateauguay/12081129?view=Summary&uc=1
21214619,House for sale,574900,1975,38,0,chateauguay,montreal,3,2,https://www.centris.ca/en/houses~for-sale~chateauguay/21214619?view=Summary&uc=1
28540058,House for sale,189000,1956,5,0,chateauguay,montreal,3,1,https://www.centris.ca/en/houses~for-sale~chateauguay/28540058?view=Summary&uc=1
19535284,House for sale,249900,1961,5,0,chateauguay,montreal,3,1,https://www.centris.ca/en/houses~for-sale~chateauguay/19535284?view=Summary&uc=1
13469184,House for sale,399995,2009,5,0,chateauguay,montreal,4,2,https://www.centris.ca/en/houses~for-sale~chateauguay/13469184?view=Summary&uc=1
18085843,House for sale,279900,1953,5,0,chateauguay,montreal,3,1,https://www.centris.ca/en/houses~for-sale~chateauguay/18085843?view=Summary&uc=1
12982592,House for sale,299000,1986,7,0,chateauguay,montreal,4,1,https://www.centris.ca/en/houses~for-sale~chateauguay/12982592?view=Summary&uc=1
13087486,House for sale,335000,1985,4,0,chateauguay,montreal,4,2,https://www.centris.ca/en/houses~for-sale~chateauguay/13087486?view=Summary&uc=1
24073968,House for sale,289900,1960,5,0,chateauguay,montreal,3,1,https://www.centris.ca/en/houses~for-sale~chateauguay/24073968?view=Summary&uc=1
27674064,House for sale,239000,1959,3,0,chateauguay,montreal,3,1,https://www.centris.ca/en/houses~for-sale~chateauguay/27674064?view=Summary&uc=1
19868855,House for sale,319000,1971,5,0,chateauguay,montreal,4,2,https://www.centris.ca/en/houses~for-sale~chateauguay/19868855?view=Summary&uc=1
26541820,House for sale,330000,1969,5,0,chateauguay,montreal,3,2,https://www.centris.ca/en/houses~for-sale~chateauguay/26541820?view=Summary&uc=1
12449040,House for sale,349000,1987,6,0,chateauguay,montreal,3,1,https://www.centris.ca/en/houses~for-sale~chateauguay/12449040?view=Summary&uc=1
24922063,House for sale,549000,1965,20,0,chateauguay,montreal,4,2,https://www.centris.ca/en/houses~for-sale~chateauguay/24922063?view=Summary&uc=1
