centris_no,property_type,price,year_built,lot_area,net_area,small region,big region,bedroom,bathroom,listing_hyperlink
26382194,House for sale,649000,1985,0,0,montreal-lasalle,montreal,3,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/26382194?view=Summary
9552652,Condominium house for sale,664900,2020,0,0,montreal-lasalle,montreal,3,1,https://www.centris.ca/en/condominium-houses~for-sale~montreal-lasalle/9552652?view=Summary
27682748,House for sale,697500,2020,0,0,montreal-lasalle,montreal,5,3,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/27682748?view=Summary
18368506,House for sale,648000,1994,1,0,montreal-lasalle,montreal,3,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/18368506?view=Summary
26763148,House for sale,499900,1975,3,0,montreal-lasalle,montreal,2,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/26763148?view=Summary
27382138,House for sale,639000,2005,3,0,montreal-lasalle,montreal,3,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/27382138?view=Summary
12749905,House for sale,549000,1998,2,0,montreal-lasalle,montreal,3,1,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/12749905?view=Summary
15380048,House for sale,387000,1928,1,0,montreal-lasalle,montreal,4,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/15380048?view=Summary
16278043,House for sale,499000,1972,1,0,montreal-lasalle,montreal,3,1,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/16278043?view=Summary
27756157,House for sale,694500,2020,0,0,montreal-lasalle,montreal,5,3,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/27756157?view=Summary
19676252,House for sale,435000,1955,4,0,montreal-lasalle,montreal,3,1,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/19676252?view=Summary
16528776,House for sale,689000,2011,0,0,montreal-lasalle,montreal,4,3,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/16528776?view=Summary
28515636,House for sale,1199000,1985,5,0,montreal-lasalle,montreal,6,3,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/28515636?view=Summary
27918224,House for sale,399000,1943,4,0,montreal-lasalle,montreal,3,1,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/27918224?view=Summary
26393830,House for sale,695000,2014,31,0,montreal-lasalle,montreal,4,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/26393830?view=Summary
9087722,House for sale,529000,1918,2,0,montreal-lasalle,montreal,2,1,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/9087722?view=Summary
22672971,House for sale,666500,2020,0,0,montreal-lasalle,montreal,5,3,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/22672971?view=Summary
27156146,House for sale,749900,1986,1,0,montreal-lasalle,montreal,3,1,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/27156146?view=Summary
14061457,House for sale,779000,1949,7,0,montreal-lasalle,montreal,5,3,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/14061457?view=Summary
14003510,House for sale,799000,1941,3,0,montreal-lasalle,montreal,4,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/14003510?view=Summary
28647182,House for sale,1075000,1926,5,0,montreal-lasalle,montreal,4,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/28647182?view=Summary
17322557,House for sale,598000,1974,0,0,montreal-lasalle,montreal,5,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/17322557?view=Summary
12077722,Condominium house for sale,689000,2016,0,0,montreal-lasalle,montreal,4,1,https://www.centris.ca/en/condominium-houses~for-sale~montreal-lasalle/12077722?view=Summary
15362520,House for sale,449000,1944,2,0,montreal-lasalle,montreal,3,1,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/15362520?view=Summary
10450715,House for sale,708500,2020,0,0,montreal-lasalle,montreal,5,3,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/10450715?view=Summary
13976951,Condominium house for sale,569900,2020,0,0,montreal-lasalle,montreal,2,1,https://www.centris.ca/en/condominium-houses~for-sale~montreal-lasalle/13976951?view=Summary
19767777,House for sale,479000,1929,3,0,montreal-lasalle,montreal,3,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/19767777?view=Summary
11444874,House for sale,708500,2020,0,0,montreal-lasalle,montreal,5,3,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/11444874?view=Summary
28937842,House for sale,1275000,1910,9,0,montreal-lasalle,montreal,4,4,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/28937842?view=Summary
17571928,Condominium house for sale,649000,2017,0,0,montreal-lasalle,montreal,5,3,https://www.centris.ca/en/condominium-houses~for-sale~montreal-lasalle/17571928?view=Summary
21976233,Condominium house for sale,639000,2005,3,0,montreal-lasalle,montreal,3,2,https://www.centris.ca/en/condominium-houses~for-sale~montreal-lasalle/21976233?view=Summary
26587432,House for sale,739000,2017,2,0,montreal-lasalle,montreal,6,4,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/26587432?view=Summary
17830304,Condominium house for sale,624000,2014,0,0,montreal-lasalle,montreal,2,2,https://www.centris.ca/en/condominium-houses~for-sale~montreal-lasalle/17830304?view=Summary
23411479,House for sale,675000,1977,2,0,montreal-lasalle,montreal,4,1,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/23411479?view=Summary
12944450,House for sale,469000,1977,3,0,montreal-lasalle,montreal,3,2,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/12944450?view=Summary
15558511,House for sale,1690000,1992,6,0,montreal-lasalle,montreal,3,3,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/15558511?view=Summary
9534567,House for sale,549000,1950,4,0,montreal-lasalle,montreal,4,4,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/9534567?view=Summary
9534567,House for sale,549000,1950,4,0,montreal-lasalle,montreal,4,4,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/9534567?view=Summary
9534567,House for sale,549000,1950,4,0,montreal-lasalle,montreal,4,4,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/9534567?view=Summary
9534567,House for sale,549000,1950,4,0,montreal-lasalle,montreal,4,4,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/9534567?view=Summary
9534567,House for sale,549000,1950,4,0,montreal-lasalle,montreal,4,4,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/9534567?view=Summary
9534567,House for sale,549000,1950,4,0,montreal-lasalle,montreal,4,4,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/9534567?view=Summary
9534567,House for sale,549000,1950,4,0,montreal-lasalle,montreal,4,4,https://www.centris.ca/en/houses~for-sale~montreal-lasalle/9534567?view=Summary
