small region,bedroom,year,avg_price,total
chateauguay,2,10 less,231250,2
chateauguay,2,20 less,195000,1
chateauguay,2,30 more,139000,1
chateauguay,2,5 less,252000,2
chateauguay,3,20 less,274000,1
chateauguay,3,30 less,239900,1
chateauguay,3,5 less,277450,2
chateauguay,5,20 less,325000,1
