small region,bedroom,year,avg_price,total
dorval,-1,10 less,279211.1111111111,9
dorval,2,10 less,434271.4285714286,7
dorval,2,30 less,838000.0,1
dorval,2,5 less,418935.75,4
dorval,3,30 less,859000.0,1
dorval,3,5 less,505543.0,1
dorval,4,10 less,554000.0,2
dorval,4,5 less,795000.0,1
