small region,bedroom,year,avg_price,total
chateauguay,2,20 less,207000,4
chateauguay,2,30 less,129900,1
chateauguay,2,30 more,134900,1
chateauguay,2,5 less,255000,1
chateauguay,3,30 more,269000,1
chateauguay,3,5 less,269900,1
