small region,bedroom,year,avg_price,total
mont-royal,3,30 less,1234000.0,2
mont-royal,3,30 more,1308718.1818181819,11
mont-royal,4,30 more,1706994.0588235294,17
mont-royal,5,30 more,2273066.6666666665,15
mont-royal,6,30 more,2344000.0,6
mont-royal,7,30 more,4950000.0,1
mont-royal,8,30 more,3500000.0,1
