small region,bedroom,year,avg_price,total
montreal-lachine,2,30 more,270725.0,4
montreal-lachine,3,20 less,548000.0,1
montreal-lachine,3,30 more,561106.25,16
montreal-lachine,3,5 less,1036333.3333333334,3
montreal-lachine,4,30 less,348000.0,1
montreal-lachine,4,30 more,674316.6666666666,6
montreal-lachine,4,5 less,799000.0,2
montreal-lachine,5,30 more,804450.0,2
montreal-lachine,5,5 less,599000.0,1
montreal-lachine,6,30 more,699000.0,2
montreal-lachine,7,30 more,2399000.0,1
