small region,bedroom,year,avg_price,total
beaconsfield,-1,5 less,268459.28571428574,7
beaconsfield,2,5 less,444204.70588235295,17
beaconsfield,3,30 more,279000.0,1
beaconsfield,3,5 less,686075.0,2
