small region,bedroom,year,avg_price,total
dorval,2,30 more,330000.0,1
dorval,3,30 more,550983.3333333334,6
dorval,4,30 less,2597500.0,2
dorval,4,30 more,1207427.2727272727,11
dorval,4,5 less,2215159.0,2
dorval,5,20 less,2198000.0,1
dorval,5,30 less,1398000.0,1
dorval,5,30 more,1661200.0,5
dorval,5,5 less,2232800.0,2
dorval,6,10 less,1348800.0,1
dorval,6,30 more,1750000.0,2
